anon_id,gender,birth_year,native_language,language_used_at_home,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,course_history,yrs_of_english_learning,yrs_in_english_environment,age
er3,Female,1983,Chinese,Chinese;Taiwanese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),Japanese,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,274;285;296;318,more than 5 years,less than 1 year,24
ff4,Male,1979,French,French;More,English,3-5 years,no,Studied by myself;I learned from my friend who is a native speaker,French,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,none,no,other,274;285;296;318;348;349;350;351;352,1-2 years,less than 1 year,28
dt6,Female,1982,Taiwanese,Taiwanese;Chinese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,more than 5 years,no,Studied by myself;I lived in a country where they spoke Chinese,,,no,,274;285;296;318,more than 5 years,less than 1 year,24
es4,Female,1985,Chinese,Chinese;Taiwanese,Chinese,more than 5 years,no,I learned from my friend who is a native speaker;I lived in a country where they spoke Chinese;other,English,3-5 years,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English;other,,,no,,274;285;296;318;353;354;355;356;357,3-5 years,3-5 years,22
gn5,Female,1979,Chinese,Chinese,English,more than 5 years,no,Studied by myself,,,no,,,,no,,273;284;295;355;356;357,more than 5 years,less than 1 year,27
gs3,Female,1980,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud,Russian,3-5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Russian,,,no,,295;321;380;394,more than 5 years,less than 1 year,27
ca6,Male,1984,Korean,Korean,English,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,270;284;295;314;338;342,1-2 years,1-2 years,22
fu0,Male,1975,Japanese,Japanese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation,German,1-2 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation,,,no,,273;284;299;317;348;352,less than 1 year,none,32
el9,Female,1984,Chinese,Chinese;Japanese;Taiwanese,Taiwanese,more than 5 years,no,I lived in a country where they spoke Taiwanese,Chinese,more than 5 years,no,I lived in a country where they spoke Chinese,,,no,,272;283;294;316,1-2 years,1-2 years,23
fc3,Female,1980,Chinese,Chinese,English,3-5 years,yes,Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes,,,no,,,,no,,294,3-5 years,less than 1 year,27
ee7,Female,1974,Portuguese,Portuguese;Italian;Tupi;Guarani;Xapoto,English,less than 1 year,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,Spanish,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Spanish;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Italian,more than 5 years,no,I learned from my friend who is a native speaker;other,272;283;294;316,1-2 years,1-2 years,33
cp9,Female,1983,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Wrote paragrphs/essays,,,no,,,,no,,269;294;313,more than 5 years,1-2 years,23
ar5,Female,1980,Chinese,Chinese,,,,,,,,,,,,,273;284;295;317,more than 5 years,none,28
fp5,Male,1977,Korean,Korean,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,270;281;292;314;343;344;345;346;347;389;390;391;392;393,1-2 years,none,30
fm6,Male,1981,Chinese,Taiwanese,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,270;281;292;314,3-5 years,none,26
em0,Female,1975,Turkish,Turkish,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud,,,no,,,,no,,273;281;292;317;339;340;341;348;352,1-2 years,none,32
er9,Female,1987,Turkish,Turkish,English,less than 1 year,yes,Studied grammar;Had a native-speaker teacher;Wrote paragrphs/essays,,,no,,,,no,,270;281;292;314;343;344;345;346;347,1-2 years,1-2 years,20
da8,Male,1981,Korean,Korean,English,none,yes,Studied grammar;Worked in pairs/groups;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;other,,,no,,,,no,,270;281;292;314,none,less than 1 year,25
ev9,Male,1980,Chinese,Chinese,English,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other,,,no,,,,no,,270;281;292;314;338;339;340;341;342;394;395;396;397;398,1-2 years,less than 1 year,27
cn2,Female,1978,Turkish,Turkish,English,1-2 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,270;281;292;314,1-2 years,1-2 years,29
gu0,Male,1985,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher corrected my mistakes,Japanese,less than 1 year,no,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation,German,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes,273;284;292;317;340;341;348;349;352,more than 5 years,none,22
gt7,Female,1973,Korean,Korean,English,more than 5 years,yes,Studied grammar,,,no,,,,no,,270;281;292;314,more than 5 years,1-2 years,34
fy3,Male,1989,Chinese,Chinese;Taiwanese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,269;280;291;313;338;342,more than 5 years,less than 1 year,18
dp9,Female,1986,Other,Slovak;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes,,,no,,272;283;291;316;345;346;353;354;357;453;454,more than 5 years,more than 5 years,21
ak5,Female,1979,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,269;280;291;313,more than 5 years,less than 1 year,28
dz8,Female,1975,Chinese,Chinese,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,291;313;328;329,more than 5 years,none,32
fk9,Male,1970,Chinese,Chinese;English,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,283;291,more than 5 years,less than 1 year,37
bs8,Female,1987,Turkish,Turkish,English,less than 1 year,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Arabic,less than 1 year,no,Studied by myself;I learned from my friend who is a native speaker,,,no,,272;280;291;316;339;340;341;348;352,1-2 years,1-2 years,20
fc1,Male,1962,Chinese,Chinese,English,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,269;280;291;313,more than 5 years,less than 1 year,45
ej2,Female,1976,Other,Russian;Latvian,Russian,none,no,other,English,3-5 years,no,Studied by myself,Latgalian,none,no,other,291;328;329;332;340;341,3-5 years,less than 1 year,30
bo0,Female,1978,Korean,Korean,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced reading aloud,Japanese,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced reading aloud,,,no,,269;280;291;313,1-2 years,none,28
do4,Female,1973,Chinese,Chinese,English,less than 1 year,yes,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,291;333;334,more than 5 years,none,34
fj7,Male,1981,Korean,Korean,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Wrote paragrphs/essays,German,less than 1 year,yes,Practiced speaking in class;Practiced reading aloud,,,no,,269;280;291;313;343;344;345;346;347;394;395;396;397;398;443;444,more than 5 years,less than 1 year,26
fs4,Male,1982,Spanish,Spanish,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,272;283;293;316,3-5 years,none,25
gq1,Male,1982,Turkish,Turkish;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,272;280;293;317,more than 5 years,3-5 years,25
du7,Female,1980,Taiwanese,Chinese;Taiwanese,Chinese,more than 5 years,yes,Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,more than 5 years,no,Studied by myself,,,no,,273;284;293;317,more than 5 years,less than 1 year,26
gb4,Female,1977,Chinese,Chinese;Japanese;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays,Japanese,1-2 years,yes,Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,no,,280;293;313;343;344;345;346;347;389;390;391;528;534;535;536;537,more than 5 years,none,29
co5,Female,1988,Korean,Korean,Korean,more than 5 years,yes,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in Korean,English,more than 5 years,yes,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,no,,270;281;293;314;338;339;340;341;342;445;446;449;453;454,more than 5 years,less than 1 year,19
bj4,Female,1975,Turkish,Turkish,,,,,,,,,,,,,269;283;293;313;347;363,1-2 years,less than 1 year,32
fg0,Male,1985,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,270;284;293;317;343;345;346;357;363;394;396;397;398,more than 5 years,less than 1 year,22
fw3,Female,1981,Thai,Thai;English,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,281;293;314,more than 5 years,less than 1 year,26
aj6,Male,1983,Arabic,Arabic;English,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,270;281;293;314,less than 1 year,1-2 years,24
ea4,Male,1975,Korean,Korean;Farsi,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,German,1-2 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Japanese,more than 5 years,no,Studied by myself;other,269;280;293;313;338;339;340;341;342;389;390;391;392;393,more than 5 years,more than 5 years,31
cw1,Female,1982,Korean,Korean;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,,,no,,343;344;347;355;356;394;395;396;397;398,more than 5 years,1-2 years,26
br7,Female,1981,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,353;354;355;356;357;389;390;391;392;393,more than 5 years,1-2 years,27
dd4,Female,1978,Italian,Italian,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,no,I lived in a country where they spoke French,,,no,,353;355;357,more than 5 years,less than 1 year,30
ee3,Female,1977,Korean,Korean;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Studied pronunciation,French,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,343;355;356;357;363;500,more than 5 years,1-2 years,31
